Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-06-10,7.520340442657471,7.534449019567039,7.270872746067219,7.350126073609344,776356000
2010-06-11,7.610401153564453,7.620908035095645,7.426077408579387,7.4518945007128705,545759200
2010-06-14,7.633514881134033,7.779712581531298,7.625409665296966,7.683949027547747,602960400
2010-06-15,7.795925140380859,7.800728469582078,7.670140762606877,7.674343675657943,585074000
2010-06-16,8.022876739501953,8.03788633995598,7.824143024112093,7.838252401253267,783678000
2010-06-17,8.161567687988281,8.192488708029906,8.090419601663795,8.12344167667986,872855200
2010-06-18,8.227612495422363,8.255532242343993,8.148059373469323,8.172976238540528,784621600
2010-06-21,8.110532760620117,8.375910180383064,8.067303616637165,8.336283531867306,776490400
2010-06-22,8.221007347106934,8.284649834036955,8.15046047762038,8.170273402184094,717262000
2010-06-23,8.134550094604492,8.245324846577542,8.042388239308885,8.24292318249013,768457200
2010-06-24,8.075410842895508,8.201494996656013,8.048392122840971,8.135450038146201,714277200
2010-06-25,8.006366729736328,8.113539021052391,7.979648608731912,8.107235051548079,549942400
2010-06-28,8.054399490356445,8.097929266967423,7.940923225808239,8.013271378706731,584948000
2010-06-29,7.690253734588623,7.937019142701755,7.634116031132963,7.928913124461805,1133344800
2010-06-30,7.550961494445801,7.7442906986726205,7.505331467067005,7.706465280171938,739452000
2010-07-01,7.459399223327637,7.649126711527502,7.301493789890002,7.63411630833777,1022896000
2010-07-02,7.413167953491211,7.532948151831139,7.300891753469203,7.519738196881776,693842800
2010-07-06,7.463903427124023,7.589086593858715,7.389753231026645,7.535050740685395,615235600
2010-07-07,7.76530122756958,7.768304108904132,7.497522931947547,7.519736718563069,654556000
2010-07-08,7.747891902923584,7.892289167429189,7.6518277330330156,7.879680429491751,738144400
2010-07-09,7.793822765350342,7.802227788405998,7.659932391402046,7.711867177163303,433322400
2010-07-12,7.723874568939209,7.860766205038238,7.650926031879293,7.761099557845389,562878400
2010-07-13,7.559063911437988,7.697156378040592,7.397855830802709,7.694755515784112,1190924000
2010-07-14,7.586982727050781,7.67914458258962,7.475007944362034,7.4864166504308765,812047600
2010-07-15,7.548558712005615,7.7142695484676045,7.42397517620144,7.451894124204759,824866000
2010-07-16,7.502025127410889,7.654226950843208,7.457295345270232,7.600490930197377,1039858400
2010-07-19,7.372339248657227,7.501426289516156,7.192819666430384,7.501426289516156,1024478000
2010-07-20,7.561768054962158,7.592088671350522,7.205129660606688,7.29188779487276,1074950800
2010-07-21,7.6323137283325195,7.959833053364771,7.625109537682044,7.95803180529627,1185671200
2010-07-22,7.775811195373535,7.805230783575795,7.664436009377423,7.735584117031143,645318800
2010-07-23,7.80342960357666,7.816638758308089,7.693555857727129,7.71787230994361,533388800
2010-07-26,7.7836151123046875,7.808231366835274,7.736483658444917,7.805229286816482,420551600
2010-07-27,7.92771053314209,7.949324704345197,7.814234330673173,7.831345783349119,584771600
2010-07-28,7.834051132202148,7.985053003099703,7.812737559215876,7.91540632609529,519985200
2010-07-29,7.748492240905762,7.884783485980151,7.6881524283010565,7.826544728865361,643806800
2010-07-30,7.722676753997803,7.796225735767317,7.6521290516587515,7.681850054907651,448210000
2010-08-02,7.860766887664795,7.882981479092968,7.793822504554296,7.818438760096168,428055600
2010-08-03,7.86317253112793,7.903099014788626,7.787822285486665,7.835554181466999,417653600
2010-08-04,7.8946919441223145,7.9337173923704025,7.814538388571547,7.890489030884332,420375200
2010-08-05,7.85626745223999,7.900697455291935,7.821743916986259,7.857167675847159,289097200
2010-08-06,7.807931423187256,7.84995974109231,7.734081057639161,7.798624574479905,444897600
2010-08-09,7.857767105102539,7.869775429182217,7.7923233421158375,7.849661085536872,303128000
2010-08-10,7.787515163421631,7.818736786587983,7.731677292843541,7.800724311684318,451920000
2010-08-11,7.5107316970825195,7.67584288384673,7.499324595171791,7.667137253013946,620054400
2010-08-12,7.558764457702637,7.598090503140269,7.388550129558592,7.40566158469153,534920400
2010-08-13,7.4780120849609375,7.561467521397163,7.477711476086849,7.554563136777103,354869200
2010-08-16,7.434183120727539,7.505331234896495,7.403561895859757,7.432381872205904,318430000
2010-08-17,7.564165115356445,7.644018807269441,7.481008735989938,7.507427029125356,422640400
2010-08-18,7.597189426422119,7.645221904315166,7.55245963730758,7.575875861071891,339696000
2010-08-19,7.50142765045166,7.609500149984771,7.465403483940624,7.590286833646256,426706000
2010-08-20,7.494223117828369,7.62270897225122,7.475009800307956,7.486718316483822,384230000
2010-08-23,7.378946781158447,7.565071815868747,7.362436536246445,7.558767845875157,414041600
2010-08-24,7.202726364135742,7.294887421539084,7.164300538804961,7.284981759212758,602565600
2010-08-25,7.2915873527526855,7.324610243528086,7.120773353945151,7.1459900325498795,596867600
2010-08-26,7.213233470916748,7.377443657398707,7.213233470916748,7.368437416423126,466505200
2010-08-27,7.25346040725708,7.283180601097653,7.071538351139285,7.257363512417155,548391200
2010-08-30,7.27987813949585,7.377443747193198,7.225241078535896,7.2276427428252825,383289200
2010-08-31,7.297891616821289,7.341721194455691,7.215336399675214,7.260366007994352,420786800
2010-09-01,7.5149359703063965,7.548858276631357,7.393354518927507,7.429078073505231,697037600
2010-09-02,7.5701704025268555,7.5701704025268555,7.462097944271489,7.5428518796040445,415427600
2010-09-03,7.768306255340576,7.768606062582817,7.640120221938603,7.657832096316474,520788800
2010-09-07,7.7394866943359375,7.791120873789269,7.692655041882309,7.704362754589816,342557600
2010-09-08,7.892889022827148,7.937018400037891,7.7782111605994055,7.798625306286032,526551200
2010-09-09,7.897390842437744,8.000959793510185,7.892888123390585,7.9565306141493615,438575200
2010-09-10,7.9076008796691895,7.940323162103781,7.847260253365931,7.900996301399259,387542400
2010-09-13,8.016570091247559,8.053795078053337,7.978145074180388,7.979945520384186,388780000
2010-09-14,8.047188758850098,8.080510633997628,7.97093755393506,7.991651498647632,408150400
2010-09-15,8.112035751342773,8.11683988164851,8.040587840443417,8.050495106662101,429368800
2010-09-16,8.302661895751953,8.305663975616481,8.09042005988235,8.112635450879855,652103200
2010-09-17,8.26663875579834,8.34439062225477,8.215904807202453,8.33628460559782,634477200
2010-09-20,8.502596855163574,8.519107894477779,8.281048159214484,8.287952542455406,658677600
2010-09-21,8.518807411193848,8.626279472726871,8.489387828159403,8.52150968406603,668074400
2010-09-22,8.638287544250488,8.645191927394334,8.477979679775503,8.48698591971758,585289600
2010-09-23,8.673412322998047,8.788689811255113,8.585753975802897,8.595660440806762,786116800
2010-09-24,8.775480270385742,8.811805042631795,8.72234545104608,8.76887649508974,649488000
2010-09-27,8.7406587600708,8.847830247637594,8.736156039317562,8.825315842247626,482834800
2010-09-28,8.611571311950684,8.758969863853693,8.255533366425114,8.758969863853693,1035042400
2010-09-29,8.626882553100586,8.700131726114304,8.585755245914138,8.622679639708547,469644000
2010-09-30,8.518210411071777,8.705836063921572,8.443159989607107,8.675816055660457,673391600
2010-10-01,8.481285095214844,8.60316637512059,8.446161148960494,8.590257827865392,448142800
2010-10-04,8.3648042678833,8.492688857710252,8.338685773125247,8.453663424025816,435302000
2010-10-05,8.674013137817383,8.689322545476845,8.460269020689346,8.46567356705232,501967200
2010-10-06,8.681517601013184,8.765574253765651,8.563538640239143,8.693525923298864,670868800
2010-10-07,8.682415962219238,8.720241364190597,8.613069926354015,8.716038452680069,408399600
2010-10-08,8.828014373779297,8.840922917154293,8.705833323317476,8.757166888001361,658403200
2010-10-11,8.866745948791504,8.923184289824698,8.843931728412201,8.848134643290933,427753200
2010-10-12,8.962207794189453,8.991027773051538,8.780585493042786,8.868244658834028,558544000
2010-10-13,9.010237693786621,9.064873951384754,9.00003062088146,9.012038941946356,630092400
2010-10-14,9.075386047363281,9.080188576501602,9.018046687200535,9.056773140659443,435296400
2010-10-15,9.448531150817871,9.456336559641626,9.153433469474109,9.229384097430906,922194000
2010-10-18,9.546398162841797,9.576417365268947,9.43502297784872,9.560507540696964,1093010800
2010-10-19,9.290925025939941,9.41941084987622,9.006634849511935,9.108102753719557,1232784000
2010-10-20,9.322145462036133,9.433820434012572,9.212272539696858,9.276214840123046,721624400
2010-10-21,9.291828155517578,9.448532766738257,9.210173160182098,9.377084846225642,551460000
2010-10-22,9.230286598205566,9.307438070625157,9.195163455318069,9.278318287707634,372778000
2010-10-25,9.271415710449219,9.354270751726226,9.259407384920435,9.278921314716642,392462000
2010-10-26,9.247695922851562,9.29842987082887,9.175646806729448,9.212272181583455,392929600
2010-10-27,9.241093635559082,9.303234700944827,9.174148439510445,9.235689890389958,399002800
2010-10-28,9.163342475891113,9.24619750350298,9.033055371887308,9.244696062247579,551051200
2010-10-29,9.035456657409668,9.182555421258389,9.032153967467615,9.133022286741541,430511200
2010-11-01,9.131518363952637,9.17414710133406,9.072078779009704,9.072679195052029,423889200
2010-11-02,9.28702449798584,9.311941369335267,9.216177791651475,9.216177791651475,433930000
2010-11-03,9.390295028686523,9.392696693613344,9.262108968900822,9.347365668931516,508348400
2010-11-04,9.554500579833984,9.611839099434963,9.457234801197586,9.469843535886152,642488000
2010-11-05,9.520278930664062,9.593528087642484,9.508871827006615,9.546096821563248,361253200
2010-11-08,9.565008163452148,9.59953087997262,9.509170278764692,9.522379430365127,281758400
2010-11-09,9.48875904083252,9.645464440342709,9.44132777099791,9.637958838093871,383544000
2010-11-10,9.547297477722168,9.56951207018377,9.41280668596913,9.50556896261721,384227200
2010-11-11,9.505871772766113,9.558406982997418,9.433822637018135,9.456337841634937,361284000
2010-11-12,9.24709701538086,9.501367234771065,9.11500947463286,9.48635763311447,795846800
2010-11-15,9.217376708984375,9.322447116698154,9.194261091027569,9.260005448466517,403606000
2010-11-16,9.053767204284668,9.23418783029684,8.985621180543971,9.177750321116273,657650000
2010-11-17,9.021045684814453,9.125815486254169,8.938790284189109,9.042059446223979,479449600
2010-11-18,9.259102821350098,9.296327809743616,9.146828241824984,9.162137646574202,494491200
2010-11-19,9.2080717086792,9.258205253954287,9.163341908666332,9.245296707750821,384843200
2010-11-22,9.40710735321045,9.40710735321045,9.18225666897631,9.206572325656575,393075200
2010-11-23,9.268109321594238,9.358771341533194,9.20296618565621,9.319744299138739,519447600
2010-11-24,9.450334548950195,9.468347034948989,9.358773884139508,9.366277884203358,413725200
2010-11-26,9.45633316040039,9.537387696571143,9.394491931350785,9.418507763628925,237585600
2010-11-29,9.512475967407227,9.530787458192933,9.347665335722336,9.471347860492573,445785200
2010-11-30,9.340758323669434,9.437123087985507,9.33235249963674,9.412506031889757,501858000
2010-12-01,9.49836254119873,9.538889413051054,9.456334228746291,9.464439442792079,461750800
2010-12-02,9.550902366638184,9.576418852990042,9.453036128183012,9.532289464228464,462837200
2010-12-03,9.529589653015137,9.565913637419648,9.49656755751143,9.51668110313175,342092800
2010-12-06,9.610940933227539,9.676384681179702,9.5590053443261,9.565609921052637,448481600
2010-12-07,9.552702903747559,9.726218364836146,9.550001431830216,9.720515613732294,391454000
2010-12-08,9.636756896972656,9.637057505807372,9.519678974521918,9.595328991431069,321935600
2010-12-09,9.599234580993652,9.68148919569635,9.57701918154666,9.670382698408504,294151200
2010-12-10,9.623250007629395,9.637959803106948,9.56441002409545,9.595931472475197,262511200
2010-12-13,9.656569480895996,9.758338794610884,9.63645674651105,9.73762484257792,439815600
2010-12-14,9.615141868591309,9.682687465328819,9.576415437877348,9.658371018438375,351008000
2010-12-15,9.617244720458984,9.696497234818008,9.582120782066683,9.606436429849541,417312000
2010-12-16,9.643964767456055,9.68479226913543,9.609442036951567,9.63916143765568,322030800
2010-12-17,9.624749183654785,9.660172928023552,9.613341279013193,9.655369599753408,386929200
2010-12-20,9.672780990600586,9.704002624768034,9.55330140480014,9.65446870214107,385610400
2010-12-21,9.732524871826172,9.738228425571366,9.667982126949955,9.696500697299781,256354000
2010-12-22,9.761340141296387,9.778151790099399,9.713007853423033,9.737324301772764,265921600
2010-12-23,9.714509010314941,9.761040048741982,9.701600466887477,9.756537329470289,223157200
2010-12-27,9.746930122375488,9.769745931385158,9.652066795047991,9.691994060003145,249816000
2010-12-28,9.770647048950195,9.806370600434803,9.75833892110048,9.78385540003654,175924000
2010-12-29,9.765246391296387,9.80006973055146,9.75954203637502,9.793164543185995,163139200
2010-12-30,9.71630859375,9.771845061205916,9.697996309359658,9.77094483815521,157494400
2010-12-31,9.683287620544434,9.710905953838909,9.645762022826354,9.694995331274002,193508000
2011-01-03,9.89372730255127,9.914441251028647,9.751732544440129,9.775748379673635,445138400
2011-01-04,9.945364952087402,9.981688922693676,9.851101230251235,9.979887674443676,309080800
2011-01-05,10.026717185974121,10.036924258026973,9.89162679176862,9.893128232588143,255519600
2011-01-06,10.01861572265625,10.064245749082687,9.993698852001444,10.048335121126678,300428800
2011-01-07,10.090359687805176,10.097264070486649,9.963674325974312,10.026416590933815,311931200
2011-01-10,10.280389785766602,10.303805212931385,10.121883937470825,10.171716872414294,448560000
2011-01-11,10.256074905395508,10.35574078276672,10.190930953617405,10.35333991971897,444108000
2011-01-12,10.339527130126953,10.339827738952502,10.266879195662218,10.30440479657325,302590400
2011-01-13,10.377354621887207,10.406174596997019,10.322418548393367,10.361744603659755,296780400
2011-01-14,10.461411476135254,10.461411476135254,10.340130618428523,10.383659587550452,308840000
2011-01-18,10.226350784301758,10.349733463472615,9.786556095812532,9.892226904246883,1880998000
2011-01-19,10.172016143798828,10.465011958577657,10.11317697475024,10.457506357217957,1135612800
2011-01-20,9.987092971801758,10.155805888242023,9.910241314040201,10.099668185174934,764789200
2011-01-21,9.808173179626465,10.053137342671626,9.805470906302757,10.019814649170229,754401200
2011-01-24,10.130290985107422,10.130290985107422,9.808174510182987,9.812678032458887,574683200
2011-01-25,10.248869895935059,10.250071529986693,10.043832969434186,10.096668794635823,546868000
2011-01-26,10.322418212890625,10.37495342170816,10.251871321838575,10.295700095979486,506875600
2011-01-27,10.303202629089355,10.347632611203714,10.291795526780158,10.320314084176646,285026000
2011-01-28,10.089761734008789,10.338929626578524,10.012611064397559,10.332025241663658,592057200
2011-01-31,10.186423301696777,10.208038274976737,10.035722912778489,10.080752503864945,377246800
2011-02-01,10.357845306396484,10.376457410767646,10.23626380678973,10.245870467948485,426633200
2011-02-02,10.336526870727539,10.364445016326549,10.31341125219901,10.340429976103298,258955200
2011-02-03,10.310105323791504,10.334121959716692,10.16330724400392,10.32091280995784,393797600
2011-02-04,10.401972770690918,10.407976932799404,10.312212551228487,10.316114855787115,321840400
2011-02-07,10.5634765625,10.604603049563659,10.436190790466572,10.443695588764754,485021600
2011-02-08,10.6631441116333,10.672750768035833,10.571583473479029,10.617514096968337,381040800
2011-02-09,10.752004623413086,10.777222097743982,10.653238987966246,10.662844843230634,482745200
2011-02-10,10.64333438873291,10.807244806454225,10.447002297515638,10.728892495640979,928550000
2011-02-11,10.712676048278809,10.741194601755213,10.613309218582534,10.649633980563358,367572800
2011-02-14,10.782622337341309,10.791627774292474,10.708472977136054,10.710874640755932,310416400
2011-02-15,10.804241180419922,10.806343037807913,10.733694285137595,10.782926807388142,284174800
2011-02-16,10.901206970214844,10.95434179565919,10.822253448585725,10.831258889250769,481157600
2011-02-17,10.756210327148438,10.815350121526969,10.702774085965476,10.724689678490243,530583200
2011-02-18,10.523856163024902,10.792235829599953,10.492634516185,10.768519787139274,816057200
2011-02-22,10.16511344909668,10.368950336991919,10.13839613103525,10.271384710022714,872555600
2011-02-23,10.28549575805664,10.346135393580804,10.165114305687254,10.169918437243401,671854400
2011-02-24,10.293299674987793,10.361445711381739,10.157909428937264,10.327523398452875,499900800
2011-02-25,10.451804161071777,10.459909377281244,10.35093666523348,10.364745433349816,380018800
2011-02-28,10.60340690612793,10.658643588577501,10.54066462100551,10.544267117898789,403074000
2011-03-01,10.486322402954102,10.678751264059272,10.437389716129404,10.6712464671317,456136800
2011-03-02,10.570682525634766,10.637627710492294,10.459007549012398,10.505839197692369,602590800
2011-03-03,10.794031143188477,10.800935525861956,10.684757844206096,10.722883856551773,500788400
2011-03-04,10.807239532470703,10.815945162396282,10.739693944702823,10.809340587354216,453266800
2011-03-07,10.667952537536621,10.857379460828515,10.5463710491625,10.849273440412748,546123200
2011-03-08,10.679956436157227,10.729189751712118,10.574585421132987,10.654439154285054,356316800
2011-03-09,10.581191062927246,10.649937506642786,10.525054159430754,10.64783564939839,453306000
2011-03-10,10.407073974609375,10.500136866757396,10.35393835225461,10.480622942717536,507539200
2011-03-11,10.566781044006348,10.57668831082745,10.356941621623745,10.366847285197528,471080400
2011-03-14,10.613909721374512,10.701568842278439,10.546364934563433,10.602501818916542,435957200
2011-03-15,10.36984920501709,10.442197336917179,10.209841930720838,10.26988193407869,721081200
2011-03-16,9.906940460205078,10.296902373417812,9.794365225974214,10.266882364397834,1162011200
2011-03-17,10.045931816101074,10.195131593237393,9.926451430211099,10.111675367762247,659422400
2011-03-18,9.92675495147705,10.152806462291197,9.906641407625319,10.120684593267136,753214000
2011-03-21,10.185826301574707,10.199034654718465,10.064544649035717,10.08646023843896,409402000
2011-03-22,10.2428617477417,10.285491282340923,10.181020505020756,10.28369003440011,325922800
2011-03-23,10.182520866394043,10.213441083665108,10.085255091147697,10.185222337207158,372996400
2011-03-24,10.356038093566895,10.386959115552797,10.172615421628434,10.26237560607941,404712000
2011-03-25,10.553271293640137,10.568881308830642,10.417579675434828,10.449101116266803,448910000
2011-03-28,10.520246505737305,10.636725591459214,10.520246505737305,10.601601660803546,309355200
2011-03-29,10.535860061645508,10.535860061645508,10.38876213046356,10.436793813518383,352900800
2011-03-30,10.465912818908691,10.533459227139861,10.430189264561372,10.526253432551671,329406000
2011-03-31,10.462308883666992,10.501034510123574,10.388759933628874,10.397765371282588,274019200
2011-04-01,10.343730926513672,10.554772769313349,10.305905515167266,10.540363585043615,418661600
2011-04-04,10.242565155029297,10.344934107733645,10.158809103554704,10.33622847409933,460084800
2011-04-05,10.173519134521484,10.274386648328573,10.086761000193835,10.116481200421111,482731200
2011-04-06,10.14799976348877,10.323917660746435,10.120981842443747,10.24346431367067,402539200
2011-04-07,10.149202346801758,10.21974843468762,10.087660095777107,10.149801961293583,373447200
2011-04-08,10.058538436889648,10.211340690263862,10.025216553793479,10.204436307587107,377535200
